HACKTHEBOX MACHINE LIST — 513 BOXES
Generated: 2026-02-07
Account: Bugg (Dedicated VIP)
=====================================================================================

─────────────────────────────────────────────────────────────────────────────────────
 EASY — 152 boxes (108 Linux, 38 Windows, 6 Other)
─────────────────────────────────────────────────────────────────────────────────────
   ID  Name                    OS         Points  Rating  Status    Done?
  458  Talkative               Linux           0     4.8  ACTIVE    [ ]
  113  Tally                   Windows         0     4.7  ACTIVE    [ ]
  686  Ten                     Linux           0     4.8  ACTIVE    [ ]
  310  Tentacle                Linux           0     4.6  ACTIVE    [ ]
  252  Travel                  Linux           0     4.9  ACTIVE    [ ]
  268  Unbalanced              Linux           0     4.7  ACTIVE    [ ]
  338  Unobtainium             Linux           0     4.8  ACTIVE    [ ]
  492  Vessel                  Linux           0     4.5  ACTIVE    [ ]
  637  Vintage                 Windows         0     4.8  ACTIVE    [ ]
  628  Yummy                   Linux           0     4.7  ACTIVE    [ ]
  204  Zetta                   Linux           0     4.5  ACTIVE    [ ]
  159  Zipper                  Linux           0     4.8  ACTIVE    [ ]

─────────────────────────────────────────────────────────────────────────────────────
 INSANE — 66 boxes (36 Linux, 27 Windows, 3 Other)
─────────────────────────────────────────────────────────────────────────────────────
   ID  Name                    OS         Points  Rating  Status    Done?
-----  ----------------------  ---------  ------  ------  --------  -----
  296  APT                     Windows         0     3.7  ACTIVE    [ ]
  498  Absolute                Windows         0     4.9  ACTIVE    [ ]
  371  Anubis                  Windows         0     4.5  ACTIVE    [ ]
  115  Ariekei                 Linux           0     4.9  ACTIVE    [ ]
  307  Attended                OpenBSD         0     4.8  ACTIVE    [ ]
  209  Bankrobber              Windows         0     3.4  ACTIVE    [ ]
  164  BigHead                 Windows         0     4.3  ACTIVE    [ ]
  544  Bookworm                Linux           0     4.0  ACTIVE    [ ]
   17  Brainfuck               Linux           0     4.6  ACTIVE    [ ]
  172  CTF                     Linux           0     4.8  ACTIVE    [ ]
  691  Cobblestone             Linux          50     3.2  ACTIVE    [ ]
  536  Coder                   Windows         0     4.9  ACTIVE    [ ]
  581  Corporate               Linux           0     4.2  ACTIVE    [ ]
  277  CrossFit                Linux           0     4.4  ACTIVE    [ ]
  322  CrossFitTwo             OpenBSD         0     4.4  ACTIVE    [ ]
  647  DarkCorp                Windows         0     4.8  ACTIVE    [ ]
  512  Derailed                Linux           0     4.6  ACTIVE    [ ]
  253  Dyplesher               Linux           0     4.1  ACTIVE    [ ]
  817  Eloquia                 Windows        50     4.1  ACTIVE    [ ]
  157  Ethereal                Windows         0     4.6  ACTIVE    [ ]
  227  Fatty                   Linux           0     4.7  ACTIVE    [ ]
  137  Fighter                 Windows         0     4.8  ACTIVE    [ ]
  417  Fingerprint             Linux           0     4.1  ACTIVE    [ ]
  178  Fortune                 Other           0     4.9  ACTIVE    [ ]
  116  Fulcrum                 Linux           0     4.8  ACTIVE    [ ]
  616  Ghost                   Windows         0     4.7  ACTIVE    [ ]
  176  Hackback                Windows         0     4.4  ACTIVE    [ ]
  459  Hathor                  Windows         0     4.8  ACTIVE    [ ]
  778  Hercules                Windows        50     4.7  ACTIVE    [ ]
  623  Infiltrator             Windows         0     4.4  ACTIVE    [ ]
   45  Jail                    Linux           0     4.9  ACTIVE    [ ]
  183  Kryptos                 Linux           0     4.9  ACTIVE    [ ]
  269  Laser                   Linux           0     4.1  ACTIVE    [ ]
  602  MagicGardens            Linux           0     3.4  ACTIVE    [ ]
  109  Minion                  Windows         0     4.3  ACTIVE    [ ]
  145  Mischief                Linux           0     4.6  ACTIVE    [ ]
  595  Mist                    Windows         0     4.8  ACTIVE    [ ]
  232  Multimaster             Windows         0     4.3  ACTIVE    [ ]
  122  Nightmare               Linux           0     4.8  ACTIVE    [ ]
  579  Ouija                   Linux           0     2.5  ACTIVE    [ ]
  451  Perspective             Windows         0     4.8  ACTIVE    [ ]
  529  PikaTwoo                Linux           0     4.9  ACTIVE    [ ]
  345  PivotAPI                Windows         0     4.2  ACTIVE    [ ]
  221  PlayerTwo               Linux           0     4.4  ACTIVE    [ ]
  133  Rabbit                  Windows         0     4.5  ACTIVE    [ ]
  706  Reaper                  Windows         0       -  ACTIVE    [ ]
  772  ReaperTwo               Windows         0       -  ACTIVE    [ ]
  560  Rebound                 Windows         0     4.9  ACTIVE    [ ]
  147  Reddish                 Linux           0     4.8  ACTIVE    [ ]
  552  RegistryTwo             Linux           0     4.7  ACTIVE    [ ]
  468  Response                Linux           0     5.0  ACTIVE    [ ]
  200  Rope                    Linux           0     4.2  ACTIVE    [ ]
  260  RopeTwo                 Linux           0     4.7  ACTIVE    [ ]
  431  Scanned                 Linux           0     5.0  ACTIVE    [ ]
  495  Sekhmet                 Windows         0     4.7  ACTIVE    [ ]
  313  Sink                    Linux           0     4.9  ACTIVE    [ ]
  169  Sizzle                  Windows         0     4.9  ACTIVE    [ ]
  586  Skyfall                 Linux           0     4.8  ACTIVE    [ ]
  141  Smasher                 Linux           0     4.9  ACTIVE    [ ]
  191  Smasher2                Linux           0     4.6  ACTIVE    [ ]
  665  Sorcery                 Linux          50     4.6  ACTIVE    [ ]
  379  Stacked                 Linux           0     4.1  ACTIVE    [ ]
  409  Toby                    Linux           0     3.4  ACTIVE    [ ]
  632  University              Windows         0     2.6  ACTIVE    [ ]
  655  WhiteRabbit             Linux           0     4.1  ACTIVE    [ ]
  693  Zero                    Linux           0     5.0  ACTIVE    [ ]

=====================================================================================
SUMMARY
=====================================================================================
  Easy    : 152 total  |  108 Linux   38 Windows   6 Other  |  152 Active    0 Retired
  Medium  : 178 total  |  123 Linux   50 Windows   5 Other  |  178 Active    0 Retired
  Hard    : 117 total  |   75 Linux   42 Windows   0 Other  |  117 Active    0 Retired
  Insane  :  66 total  |   36 Linux   27 Windows   3 Other  |  66 Active    0 Retired
  ───────────────────────────────────────────────────────────────────────────
  TOTAL   : 513 total  |  342 Linux  157 Windows  14 Other  |  513 Active    0 Retired

=====================================================================================
PROGRESS TRACKER
=====================================================================================
  Rooted:     0 / 513
  User Only:  0 / 513
  Failed:     0 / 513
  Remaining:  513 / 513
